encode_id,clip_id,encode_width,encode_height,clip_width,clip_height,clip_duration,clip_size,clip_bitrate_total,video_profile,clip_frame_rate,crf,encode_bitrate_video,nr_of_images,nr_of_image_shifts,psnr,vmaf
911,11,384,288,1920,1080,19,50083046,21066531,"High 4:2:2",30000/1001,33,217328,3,12,24.218127,13.403838
912,11,384,288,1920,1080,19,50083046,21066531,"High 4:2:2",30000/1001,35,164593,3,12,23.785805,9.77514
913,11,384,288,1920,1080,19,50083046,21066531,"High 4:2:2",30000/1001,37,124488,3,12,23.311035,6.797662
914,11,384,288,1920,1080,19,50083046,21066531,"High 4:2:2",30000/1001,40,82215,3,12,22.533308,3.407828
915,11,384,288,1920,1080,19,50083046,21066531,"High 4:2:2",30000/1001,43,55276,3,12,21.739324,1.547983
916,11,384,288,1920,1080,19,50083046,21066531,"High 4:2:2",30000/1001,45,42242,3,12,21.252027,0.791253
917,11,384,288,1920,1080,19,50083046,21066531,"High 4:2:2",30000/1001,50,20708,3,12,20.168514,0.29321
918,11,384,288,1920,1080,19,50083046,21066531,"High 4:2:2",30000/1001,55,18655,3,12,19.957625,0.254187
919,11,320,240,1920,1080,19,50083046,21066531,"High 4:2:2",30000/1001,18,1192457,3,12,24.846767,25.561466
920,11,320,240,1920,1080,19,50083046,21066531,"High 4:2:2",30000/1001,19,1047295,3,12,24.815557,24.534632
921,11,320,240,1920,1080,19,50083046,21066531,"High 4:2:2",30000/1001,20,920116,3,12,24.779281,23.432375
922,11,320,240,1920,1080,19,50083046,21066531,"High 4:2:2",30000/1001,22,705924,3,12,24.688725,21.000409
923,11,320,240,1920,1080,19,50083046,21066531,"High 4:2:2",30000/1001,23,617496,3,12,24.632411,19.676127
924,11,320,240,1920,1080,19,50083046,21066531,"High 4:2:2",30000/1001,25,470086,3,12,24.49354,16.896923
925,11,320,240,1920,1080,19,50083046,21066531,"High 4:2:2",30000/1001,27,353970,3,12,24.312666,14.069343
926,11,320,240,1920,1080,19,50083046,21066531,"High 4:2:2",30000/1001,29,267558,3,12,24.089862,11.143049
927,11,320,240,1920,1080,19,50083046,21066531,"High 4:2:2",30000/1001,30,232007,3,12,23.959778,9.765753
928,11,320,240,1920,1080,19,50083046,21066531,"High 4:2:2",30000/1001,31,201320,3,12,23.81719,8.445179
929,11,320,240,1920,1080,19,50083046,21066531,"High 4:2:2",30000/1001,32,174679,3,12,23.663736,7.116274
930,11,320,240,1920,1080,19,50083046,21066531,"High 4:2:2",30000/1001,33,151667,3,12,23.498832,5.904072
931,11,320,240,1920,1080,19,50083046,21066531,"High 4:2:2",30000/1001,35,115181,3,12,23.135765,3.789057
932,11,320,240,1920,1080,19,50083046,21066531,"High 4:2:2",30000/1001,37,87093,3,12,22.722361,2.168543
933,11,320,240,1920,1080,19,50083046,21066531,"High 4:2:2",30000/1001,40,57783,3,12,22.037167,1.092445
934,11,320,240,1920,1080,19,50083046,21066531,"High 4:2:2",30000/1001,43,39160,3,12,21.336244,0.488417
935,11,320,240,1920,1080,19,50083046,21066531,"High 4:2:2",30000/1001,45,30087,3,12,20.893613,0.341643
936,11,320,240,1920,1080,19,50083046,21066531,"High 4:2:2",30000/1001,50,15057,3,12,19.90134,0.241517
937,11,320,240,1920,1080,19,50083046,21066531,"High 4:2:2",30000/1001,55,13561,3,12,19.727538,0.194388
938,12,1920,1080,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,18,16062823,2,9,44.374648,96.883982
939,12,1920,1080,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,20,12873913,2,9,43.060808,96.018762
940,12,1920,1080,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,22,9863633,2,9,41.373992,94.411223
941,12,1920,1080,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,23,8502221,2,9,40.579365,93.409265
942,12,1920,1080,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,19,14411045,2,9,43.745277,96.475831
943,12,1920,1080,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,27,4612221,2,9,37.845288,88.197389
944,12,1920,1080,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,29,3420216,2,9,36.614981,84.644008
945,12,1920,1080,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,30,2955073,2,9,36.011735,82.590635
946,12,1920,1080,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,31,2560282,2,9,35.423919,80.433501
947,12,1920,1080,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,25,6246285,2,9,39.133003,91.032064
948,12,1920,1080,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,32,2227097,2,9,34.847019,78.075011
949,12,1920,1080,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,33,1941118,2,9,34.273387,75.551423
950,12,1920,1080,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,35,1481909,2,9,33.155796,70.12214
951,12,1920,1080,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,37,1138984,2,9,32.073392,64.204739
952,12,1920,1080,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,40,775549,2,9,30.459021,54.236973
953,12,1920,1080,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,43,538940,2,9,28.865211,43.771286
954,12,1920,1080,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,45,427275,2,9,27.822706,36.735149
955,12,1920,1080,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,50,234299,2,9,25.175209,19.708167
956,12,1920,1080,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,55,210594,2,9,24.74103,16.683558
957,12,1280,720,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,18,7241100,2,9,37.85407,91.142331
958,12,1280,720,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,19,6294366,2,9,37.632757,90.396816
959,12,1280,720,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,20,5472892,2,9,37.387414,89.551344
960,12,1280,720,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,22,4145487,2,9,36.827738,87.503813
961,12,1280,720,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,23,3609142,2,9,36.511269,86.26141
962,12,1280,720,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,25,2735094,2,9,35.813118,83.334551
963,12,1280,720,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,27,2078789,2,9,35.027595,79.672152
964,12,1280,720,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,29,1587640,2,9,34.170356,75.312804
965,12,1280,720,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,30,1392216,2,9,33.718287,72.826091
966,12,1280,720,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,31,1223037,2,9,33.251102,70.227892
967,12,1280,720,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,32,1074799,2,9,32.770564,67.487265
968,12,1280,720,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,33,944558,2,9,32.283747,64.613022
969,12,1280,720,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,35,729664,2,9,31.280507,58.263112
970,12,1280,720,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,37,564224,2,9,30.260064,51.667653
971,12,1280,720,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,40,384483,2,9,28.724996,41.492792
972,12,1280,720,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,43,264064,2,9,27.239789,31.825995
973,12,1280,720,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,45,205036,2,9,26.286777,25.597551
974,12,1280,720,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,50,107014,2,9,24.015159,11.435199
975,12,1280,720,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,55,97477,2,9,23.643264,9.355358
976,12,720,480,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,18,3081852,2,9,32.606979,75.941827
977,12,720,480,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,19,2704520,2,9,32.515286,74.899128
978,12,720,480,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,20,2374613,2,9,32.409193,73.713568
979,12,720,480,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,22,1827507,2,9,32.144845,70.885211
980,12,720,480,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,23,1601830,2,9,31.984235,69.255537
981,12,720,480,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,25,1225502,2,9,31.599628,65.413364
982,12,720,480,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,27,934081,2,9,31.129816,60.958345
983,12,720,480,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,29,712476,2,9,30.568079,55.7647
984,12,720,480,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,30,623621,2,9,30.262016,53.091484
985,12,720,480,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,31,544723,2,9,29.932256,50.136382
986,12,720,480,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,32,475587,2,9,29.585897,47.170825
987,12,720,480,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,33,415573,2,9,29.221327,44.098754
988,12,720,480,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,35,317884,2,9,28.464454,38.005329
989,12,720,480,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,37,242057,2,9,27.680404,32.230119
990,12,720,480,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,40,161032,2,9,26.465719,24.106173
991,12,720,480,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,43,108309,2,9,25.288673,16.628551
992,12,720,480,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,45,83476,2,9,24.55386,12.437502
993,12,720,480,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,50,43094,2,9,22.812622,3.695658
994,12,720,480,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,55,38888,2,9,22.527205,2.692406
995,12,640,480,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,18,2772162,2,9,31.742848,72.207557
996,12,640,480,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,19,2432696,2,9,31.666109,71.142113
997,12,640,480,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,20,2137576,2,9,31.577365,69.938922
998,12,640,480,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,22,1647458,2,9,31.3551,67.117284
999,12,640,480,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,23,1443936,2,9,31.218812,65.440224
1000,12,640,480,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,25,1103414,2,9,30.886402,61.608378
1001,12,640,480,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,27,840612,2,9,30.470038,57.056252
1002,12,640,480,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,29,641226,2,9,29.969325,51.931912
1003,12,640,480,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,30,560512,2,9,29.695151,49.25312
1004,12,640,480,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,31,489903,2,9,29.396922,46.440142
1005,12,640,480,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,32,427797,2,9,29.078861,43.496167
1006,12,640,480,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,33,374310,2,9,28.755915,40.570191
1007,12,640,480,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,35,284936,2,9,28.048266,34.611479
1008,12,640,480,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,37,217215,2,9,27.310105,28.812301
1009,12,640,480,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,40,144602,2,9,26.170457,21.221545
1010,12,640,480,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,43,97334,2,9,25.060216,14.559953
1011,12,640,480,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,45,74415,2,9,24.358178,10.619733
1012,12,640,480,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,50,38551,2,9,22.645519,2.804255
1013,12,640,480,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,55,34661,2,9,22.387898,1.627058
1014,12,512,384,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,18,1832058,2,9,29.584963,59.301719
1015,12,512,384,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,19,1612936,2,9,29.536268,58.19093
1016,12,512,384,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,20,1419491,2,9,29.478268,56.931156
1017,12,512,384,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,22,1096113,2,9,29.329099,53.958895
1018,12,512,384,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,23,962091,2,9,29.238671,52.313096
1019,12,512,384,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,25,736860,2,9,29.012409,48.464791
1020,12,512,384,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,27,562615,2,9,28.719203,44.114055
1021,12,512,384,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,29,429216,2,9,28.356301,39.35069
1022,12,512,384,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,30,374830,2,9,28.148611,36.804558
1023,12,512,384,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,31,327744,2,9,27.920051,34.277647
1024,12,512,384,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,32,285894,2,9,27.678637,31.71525
1025,12,512,384,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,33,249868,2,9,27.419236,29.046967
1026,12,512,384,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,35,190098,2,9,26.855926,24.107186
1027,12,512,384,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,37,144331,2,9,26.246637,19.364584
1028,12,512,384,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,40,95951,2,9,25.297794,13.373166
1029,12,512,384,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,43,64295,2,9,24.337628,8.720965
1030,12,512,384,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,45,49914,2,9,23.721926,5.71263
1031,12,512,384,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,50,26404,2,9,22.201425,1.205937
1032,12,512,384,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,55,23870,2,9,21.936478,0.673763
1033,12,384,288,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,18,1059540,2,9,27.491144,38.690529
1034,12,384,288,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,19,932521,2,9,27.458359,37.640213
1035,12,384,288,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,20,820955,2,9,27.420104,36.49875
1036,12,384,288,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,22,634820,2,9,27.323126,33.896535
1037,12,384,288,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,23,557966,2,9,27.261316,32.474552
1038,12,384,288,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,25,428261,2,9,27.108277,29.221781
1039,12,384,288,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,27,327234,2,9,26.909183,25.692435
1040,12,384,288,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,29,250593,2,9,26.656418,21.936578
1041,12,384,288,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,30,218648,2,9,26.505531,20.006391
1042,12,384,288,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,31,191158,2,9,26.341099,18.027472
1043,12,384,288,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,32,167279,2,9,26.16517,16.268607
1044,12,384,288,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,33,146145,2,9,25.973801,14.554868
1045,12,384,288,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,35,111150,2,9,25.544586,11.236052
1046,12,384,288,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,37,84536,2,9,25.072342,8.179989
1047,12,384,288,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,40,56665,2,9,24.310045,4.926262
1048,12,384,288,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,43,38871,2,9,23.531802,2.885564
1049,12,384,288,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,45,30153,2,9,23.002599,1.574326
1050,12,384,288,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,50,16792,2,9,21.678062,0.121287
1051,12,384,288,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,55,15332,2,9,21.429406,0.071409
1052,12,320,240,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,18,744345,2,9,26.505564,24.567747
1053,12,320,240,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,19,656813,2,9,26.479054,23.704702
1054,12,320,240,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,20,578710,2,9,26.447555,22.77572
1055,12,320,240,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,22,448128,2,9,26.367138,20.677041
1056,12,320,240,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,23,393581,2,9,26.317425,19.514827
1057,12,320,240,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,25,302549,2,9,26.191267,17.000225
1058,12,320,240,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,27,231122,2,9,26.024711,14.293276
1059,12,320,240,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,29,177319,2,9,25.816584,11.585841
1060,12,320,240,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,30,155298,2,9,25.688869,10.073482
1061,12,320,240,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,31,135748,2,9,25.555021,8.774292
1062,12,320,240,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,32,119060,2,9,25.407773,7.498416
1063,12,320,240,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,33,103718,2,9,25.239465,6.199868
1064,12,320,240,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,35,79190,2,9,24.871035,4.088026
1065,12,320,240,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,37,60313,2,9,24.461582,2.882103
1066,12,320,240,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,40,41124,2,9,23.782315,1.485611
1067,12,320,240,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,43,28418,2,9,23.08721,0.678158
1068,12,320,240,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,45,22418,2,9,22.610895,0.396689
1069,12,320,240,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,50,12889,2,9,21.329205,0.08623
1070,12,320,240,1920,1080,19,33240115,13981856,"High 4:2:2",30000/1001,55,11618,2,9,21.10722,0.065712
1071,13,1920,1080,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,18,11593144,1,32,48.470964,99.206254
1072,13,1920,1080,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,19,10216587,1,32,48.023867,99.082593
1073,13,1920,1080,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,20,8934553,1,32,47.524948,98.93418
1074,13,1920,1080,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,22,6678283,1,32,46.220908,98.380447
1075,13,1920,1080,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,23,5726484,1,32,45.58913,98.023067
1076,13,1920,1080,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,25,4153683,1,32,44.43277,97.144971
1077,13,1920,1080,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,27,3054073,1,32,43.340776,95.803072
1078,13,1920,1080,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,29,2327170,1,32,42.257879,93.773947
1079,13,1920,1080,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,30,2069852,1,32,41.690087,92.342258
1080,13,1920,1080,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,31,1855912,1,32,41.130967,90.571082
1081,13,1920,1080,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,32,1673376,1,32,40.557381,88.595512
1082,13,1920,1080,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,33,1512341,1,32,39.96887,86.351868
1083,13,1920,1080,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,35,1242291,1,32,38.764796,81.322309
1084,13,1920,1080,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,37,1031155,1,32,37.531567,75.616943
1085,13,1920,1080,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,40,793885,1,32,35.570459,65.707961
1086,13,1920,1080,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,43,623808,1,32,33.551304,54.827607
1087,13,1920,1080,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,45,534366,1,32,32.221436,47.447251
1088,13,1920,1080,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,50,340655,1,32,28.549594,29.176159
1089,13,1920,1080,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,55,317203,1,32,27.928143,26.589163
1090,13,1280,720,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,18,4900234,1,32,42.850497,96.639476
1091,13,1280,720,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,19,4164078,1,32,42.630552,96.348515
1092,13,1280,720,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,20,3575573,1,32,42.395055,96.01689
1093,13,1280,720,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,22,2716869,1,32,41.875354,95.05243
1094,13,1280,720,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,23,2384003,1,32,41.590446,94.393201
1095,13,1280,720,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,25,1831029,1,32,40.944261,92.566458
1096,13,1280,720,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,27,1429717,1,32,40.220339,89.781996
1097,13,1280,720,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,29,1140654,1,32,39.413581,85.915515
1098,13,1280,720,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,30,1026974,1,32,38.980919,83.746041
1099,13,1280,720,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,31,926048,1,32,38.542264,81.413635
1100,13,1280,720,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,32,839629,1,32,38.07226,78.758216
1101,13,1280,720,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,33,761236,1,32,37.597833,75.945613
1102,13,1280,720,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,35,627143,1,32,36.567665,69.792723
1103,13,1280,720,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,37,520510,1,32,35.501036,63.429636
1104,13,1280,720,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,40,398199,1,32,33.786611,53.005844
1105,13,1280,720,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,43,310533,1,32,32.002377,41.936151
1106,13,1280,720,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,45,263889,1,32,30.755111,34.264542
1107,13,1280,720,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,50,169154,1,32,27.539589,18.080434
1108,13,1280,720,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,55,156721,1,32,26.944063,15.785595
1109,13,720,480,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,18,1942485,1,32,38.860677,89.607297
1110,13,720,480,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,19,1692833,1,32,38.73363,88.849876
1111,13,720,480,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,20,1485348,1,32,38.587396,87.923139
1112,13,720,480,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,22,1167159,1,32,38.247512,85.433471
1113,13,720,480,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,23,1039158,1,32,38.053779,83.917
1114,13,720,480,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,25,820458,1,32,37.605647,80.247387
1115,13,720,480,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,27,654478,1,32,37.069918,75.931074
1116,13,720,480,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,29,527909,1,32,36.45973,71.153258
1117,13,720,480,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,30,476496,1,32,36.112747,68.3707
1118,13,720,480,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,31,431222,1,32,35.760959,65.331431
1119,13,720,480,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,32,390046,1,32,35.391247,62.515399
1120,13,720,480,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,33,353701,1,32,35.002318,59.587688
1121,13,720,480,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,35,291606,1,32,34.14292,53.290427
1122,13,720,480,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,37,241059,1,32,33.227668,46.381206
1123,13,720,480,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,40,183308,1,32,31.736081,36.209951
1124,13,720,480,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,43,140840,1,32,30.153423,25.826849
1125,13,720,480,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,45,118507,1,32,29.017853,19.267234
1126,13,720,480,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,50,75365,1,32,26.14101,7.403533
1127,13,720,480,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,55,69844,1,32,25.5933,5.876987
1128,13,640,480,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,18,1762616,1,32,38.390124,88.012943
1129,13,640,480,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,19,1539470,1,32,38.2678,87.167679
1130,13,640,480,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,20,1354043,1,32,38.130991,86.111179
1131,13,640,480,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,22,1067570,1,32,37.814237,83.434335
1132,13,640,480,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,23,950179,1,32,37.625032,81.794445
1133,13,640,480,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,25,752474,1,32,37.191373,78.018396
1134,13,640,480,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,27,600916,1,32,36.682781,73.665616
1135,13,640,480,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,29,485151,1,32,36.096254,68.676895
1136,13,640,480,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,30,437983,1,32,35.764259,65.889411
1137,13,640,480,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,31,395789,1,32,35.419817,63.183738
1138,13,640,480,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,32,358659,1,32,35.050697,60.168085
1139,13,640,480,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,33,325464,1,32,34.672224,56.933861
1140,13,640,480,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,35,267823,1,32,33.845999,50.619281
1141,13,640,480,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,37,222347,1,32,32.950279,44.059593
1142,13,640,480,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,40,167764,1,32,31.492074,34.010837
1143,13,640,480,1920,1080,19,23779660,10002485,"High 4:2:2",30000/1001,43,128701,1,32,29.936397,23.644177
